company_id,year,issue,category,explanation
PFC,2024-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
PFC,2024-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
PIDILITIND,2016-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
PIDILITIND,2016-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
PIDILITIND,2022-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
PIDILITIND,2023-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
PNB,2013-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
PNB,2014-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
PNB,2015-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
PNB,2016-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
PNB,2017-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
PNB,2018-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
PNB,2019-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
PNB,2021-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
PNB,2022-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
PNB,2023-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
PNB,2024-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
POWERGRID,2013-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
POWERGRID,2014-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
POWERGRID,2014-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
POWERGRID,2015-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
POWERGRID,2015-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
POWERGRID,2016-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
POWERGRID,2016-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
POWERGRID,2019-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
RECLTD,2018-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
RECLTD,2019-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
RECLTD,2020-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
SBILIFE,2013-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
SBILIFE,2014-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
SBILIFE,2015-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SBILIFE,2015-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
SBILIFE,2016-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SBILIFE,2016-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
SBILIFE,2017-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SBILIFE,2017-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
SBILIFE,2018-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SBILIFE,2018-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
SBILIFE,2019-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SBILIFE,2019-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
SBILIFE,2020-03,DEBT_FREE,data_source_issue,Interest is zero so ICR is stored as None and label Debt Free
SBILIFE,2021-03,DEBT_FREE,data_source_issue,Interest is zero so ICR is stored as None and label Debt Free
SBILIFE,2021-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SBILIFE,2022-03,DEBT_FREE,data_source_issue,Interest is zero so ICR is stored as None and label Debt Free
SBILIFE,2022-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SBILIFE,2023-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SBILIFE,2024-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SBILIFE,TTM,DEBT_FREE,data_source_issue,Interest is zero so ICR is stored as None and label Debt Free
SHREECEM,2013-06,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SHREECEM,2013-06,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
SHREECEM,2015-06,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SHREECEM,2016-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SHREECEM,2017-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
SHREECEM,2023-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SHRIRAMFIN,2013-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SHRIRAMFIN,2014-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SHRIRAMFIN,2015-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SHRIRAMFIN,2016-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SHRIRAMFIN,2017-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SHRIRAMFIN,2018-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SHRIRAMFIN,2019-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SHRIRAMFIN,2020-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SHRIRAMFIN,2021-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SHRIRAMFIN,2022-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SHRIRAMFIN,2022-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
SHRIRAMFIN,2023-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SHRIRAMFIN,2024-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SIEMENS,2014-09,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SIEMENS,2014-09,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
SIEMENS,2015-09,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SIEMENS,2016-09,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SIEMENS,2016-09,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
SIEMENS,2017-09,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SIEMENS,2018-09,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SIEMENS,2018-09,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
SIEMENS,2019-09,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SIEMENS,2019-09,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
SIEMENS,2020-09,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SIEMENS,2020-09,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
SIEMENS,2021-09,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SIEMENS,2021-09,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
SIEMENS,2022-09,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SIEMENS,2022-09,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
SIEMENS,2023-09,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SIEMENS,2024-09,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SUNPHARMA,2013-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SUNPHARMA,2013-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
SUNPHARMA,2014-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SUNPHARMA,2018-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SUNPHARMA,2018-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
SUNPHARMA,2019-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SUNPHARMA,2019-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
SUNPHARMA,2020-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
SUNPHARMA,2020-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
SUNPHARMA,2021-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
SUNPHARMA,2022-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TATACONSUM,2016-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TATACONSUM,2016-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TATAMOTORS,2013-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TATAMOTORS,2014-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TATAMOTORS,2015-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TATAMOTORS,2016-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TATAMOTORS,2016-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TATAMOTORS,2017-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TATAMOTORS,2017-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TATAMOTORS,2018-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TATAMOTORS,2018-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TATAMOTORS,2019-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TATAMOTORS,2019-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TATAMOTORS,2020-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TATAMOTORS,2020-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TATAMOTORS,2021-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TATAMOTORS,2021-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TATAMOTORS,2022-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TATAMOTORS,2022-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TATAMOTORS,2023-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TATAMOTORS,2023-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TATAMOTORS,2024-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TATAMOTORS,TTM,pat_cagr_3yr_flag,TURNAROUND,CAGR edge case handled and documented
TATAMOTORS,TTM,pat_cagr_5yr_flag,TURNAROUND,CAGR edge case handled and documented
TATAMOTORS,TTM,eps_cagr_3yr_flag,TURNAROUND,CAGR edge case handled and documented
TATAMOTORS,TTM,eps_cagr_5yr_flag,TURNAROUND,CAGR edge case handled and documented
TATAPOWER,2013-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TATAPOWER,2014-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TATAPOWER,2015-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TATAPOWER,2016-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TATAPOWER,2017-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TATAPOWER,2018-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TATAPOWER,2019-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TATAPOWER,2020-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TATAPOWER,2021-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TATAPOWER,2022-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TATAPOWER,2023-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TATASTEEL,2013-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TATASTEEL,2013-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TATASTEEL,2015-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TATASTEEL,2015-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TATASTEEL,2016-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TATASTEEL,2016-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TATASTEEL,2017-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TATASTEEL,2018-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TATASTEEL,2019-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TATASTEEL,2019-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TATASTEEL,2021-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TATASTEEL,2022-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TATASTEEL,2022-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TATASTEEL,2023-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TATASTEEL,2024-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TATASTEEL,TTM,pat_cagr_10yr_flag,TURNAROUND,CAGR edge case handled and documented
TATASTEEL,TTM,eps_cagr_10yr_flag,TURNAROUND,CAGR edge case handled and documented
TCS,2013-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TCS,2013-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TCS,2014-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TCS,2014-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TCS,2015-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TCS,2015-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TCS,2016-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TCS,2016-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TCS,2017-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TCS,2017-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TCS,2018-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TCS,2018-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TCS,2019-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TCS,2019-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TCS,2020-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TCS,2020-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TCS,2021-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TCS,2021-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TCS,2022-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TCS,2022-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TCS,2023-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TCS,2023-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TCS,2024-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TECHM,2013-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TECHM,2013-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TECHM,2014-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TECHM,2014-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TECHM,2015-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TECHM,2015-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TECHM,2016-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TECHM,2016-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TECHM,2017-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TECHM,2017-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TECHM,2018-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TECHM,2018-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TECHM,2019-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TECHM,2019-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TECHM,2020-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TECHM,2021-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TECHM,2021-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TECHM,2022-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TECHM,2022-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TECHM,2023-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TECHM,2023-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TITAN,2013-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TITAN,2014-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TITAN,2015-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TITAN,2015-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TITAN,2016-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TITAN,2017-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TITAN,2017-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TITAN,2018-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TITAN,2019-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TITAN,2020-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TITAN,2021-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TITAN,2021-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TITAN,2022-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TITAN,2023-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TORNTPHARM,2013-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TORNTPHARM,2013-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TORNTPHARM,2014-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TORNTPHARM,2014-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TORNTPHARM,2015-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TORNTPHARM,2015-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TORNTPHARM,2016-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TORNTPHARM,2016-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TORNTPHARM,2017-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TORNTPHARM,2018-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TORNTPHARM,2018-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TORNTPHARM,2019-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TORNTPHARM,2019-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TORNTPHARM,2020-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TORNTPHARM,2021-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TORNTPHARM,2022-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TORNTPHARM,2022-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TRENT,2013-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TRENT,2013-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TRENT,2014-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TRENT,2014-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TRENT,2015-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TRENT,2015-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TRENT,2016-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TRENT,2016-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TRENT,2017-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TRENT,2017-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TRENT,2018-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TRENT,2018-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TRENT,2019-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TRENT,2019-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TRENT,2020-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TRENT,2020-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TRENT,2021-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TRENT,2021-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TRENT,2022-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TRENT,2022-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TRENT,2023-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
TRENT,2023-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
TRENT,2024-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
INDIGO,2013-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
INDIGO,2014-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
INDIGO,2015-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
INDIGO,2016-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
INDIGO,2017-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
INDIGO,2018-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
INDIGO,2019-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
INDIGO,2020-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
INDIGO,2021-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
INDIGO,2022-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
INDIGO,2023-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
INDIGO,2024-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
INDIGO,TTM,pat_cagr_3yr_flag,TURNAROUND,CAGR edge case handled and documented
INDIGO,TTM,pat_cagr_5yr_flag,TURNAROUND,CAGR edge case handled and documented
INDIGO,TTM,eps_cagr_3yr_flag,TURNAROUND,CAGR edge case handled and documented
INDIGO,TTM,eps_cagr_5yr_flag,TURNAROUND,CAGR edge case handled and documented
