company_id,year,issue,category,explanation
NESTLEIND,2022-12,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
NESTLEIND,2022-12,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
NESTLEIND,2023-12,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
NESTLEIND,2023-12,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
NESTLEIND,2024-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
NESTLEIND,2024-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
NTPC,2019-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
ONGC,2015-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
ONGC,2016-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
ONGC,2016-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
ONGC,2017-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
ONGC,2018-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
ONGC,2020-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
ONGC,2020-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
ONGC,2021-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
ONGC,2022-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
ONGC,2023-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
PFC,2013-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
PFC,2014-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
PFC,2015-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
PFC,2016-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
PFC,2017-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
PFC,2017-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
PFC,2018-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
PFC,2019-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
PFC,2019-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
PFC,2020-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
PFC,2021-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
PFC,2021-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
PFC,2022-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
PFC,2022-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
PFC,2023-03,ROCE_MISMATCH,version_difference,Computed ROCE differs from source ROCE by >5%
PFC,2023-03,ROE_MISMATCH,data_source_issue,Source ROE appears inconsistent; ratio engine value used for analytics
