company_id,year,metric,difference,category
BPCL,2019-03,ROCE,18.112630974594516,Version Difference
BPCL,2020-03,ROE,31.86496222489872,Data Source Issue
BPCL,2020-03,ROCE,27.301356756332837,Version Difference
BPCL,2021-03,ROE,9.559415554103253,Data Source Issue
BPCL,2021-03,ROCE,16.68001424778188,Version Difference
BPCL,2022-03,ROE,19.393497736248918,Data Source Issue
BPCL,2022-03,ROCE,20.33160624876545,Version Difference
BPCL,2023-03,ROE,37.91845969881544,Data Source Issue
BPCL,2023-03,ROCE,28.41401650148904,Version Difference
BPCL,2024-03,ROE,6.388662656177694,Data Source Issue
BRITANNIA,2013-03,ROE,10.505017921146951,Data Source Issue
BRITANNIA,2013-03,ROCE,11.79978678038379,Version Difference
BRITANNIA,2014-03,ROE,7.601253132832085,Data Source Issue
BRITANNIA,2014-03,ROCE,8.483966244725735,Version Difference
BRITANNIA,2016-03,ROE,17.6640535372849,Data Source Issue
BRITANNIA,2017-03,ROE,24.273590504451036,Data Source Issue
BRITANNIA,2017-03,ROCE,7.815278270116977,Version Difference
BRITANNIA,2018-03,ROE,27.62260716382854,Data Source Issue
BRITANNIA,2018-03,ROCE,11.223260327141666,Version Difference
BRITANNIA,2019-03,ROE,29.942699271102754,Data Source Issue
BRITANNIA,2019-03,ROCE,13.291018371512813,Version Difference
BRITANNIA,2020-03,ROE,25.439768339768342,Data Source Issue
BRITANNIA,2020-03,ROCE,20.992240363575153,Version Difference
BRITANNIA,2021-03,ROCE,8.14162257495591,Version Difference
BRITANNIA,2022-03,ROCE,9.209585235165704,Version Difference
BRITANNIA,2023-03,ROE,8.434804753820025,Data Source Issue
BRITANNIA,2023-03,ROCE,9.013305772469757,Version Difference
CANBK,2013-03,ROE,6.0037496027963115,Data Source Issue
CANBK,2014-03,ROE,9.04528101802757,Data Source Issue
CANBK,2015-03,ROE,8.879317985965773,Data Source Issue
CANBK,2016-03,ROE,25.721659981487193,Data Source Issue
CANBK,2017-03,ROE,13.831959060112439,Data Source Issue
CANBK,2018-03,ROE,28.396788356776973,Data Source Issue
CANBK,2019-03,ROE,16.0533073310515,Data Source Issue
CANBK,2020-03,ROE,22.561942435567634,Data Source Issue
CANBK,2021-03,ROE,13.161977247236019,Data Source Issue
CANBK,2022-03,ROE,9.097953145323823,Data Source Issue
CHOLAFIN,2013-03,ROCE,6.532628767202834,Version Difference
CHOLAFIN,2014-03,ROCE,5.945624201944799,Version Difference
CHOLAFIN,2015-03,ROCE,5.843093922651934,Version Difference
CHOLAFIN,2016-03,ROCE,5.654806225205982,Version Difference
CHOLAFIN,2017-03,ROCE,5.877457788431034,Version Difference
CHOLAFIN,2018-03,ROCE,7.178276377862156,Version Difference
CHOLAFIN,2019-03,ROCE,7.625891677675034,Version Difference
CHOLAFIN,2020-03,ROE,7.346341463414634,Data Source Issue
CHOLAFIN,2020-03,ROCE,6.745225852385096,Version Difference
